x,y
0.2,240.0
0.3,360.0
0.3899713754283802,480.0626112946194
0.2,240.0
0.6,720.0
0.3,360.0
0.4,480.0
0.4,480.0
0.3,360.0
0.6,720.0
0.2,240.0
0.4,480.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.3,360.0
0.1731157137093053,240.07762595883497
0.3,360.0
0.4,480.0
0.2,240.0
0.4,480.0
0.2,240.0
0.4,480.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.4,480.0
0.6,720.0
0.3,360.0
0.6,720.0
0.6,720.0
0.3580562492831315,359.9425865272384
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.21405129911419518,240.06219563628997
0.27357423368417094,360.0003839499434
0.2998841321623894,479.9650760892567
0.11685777358798109,240.00140730485816
0.5548010347768865,720.0107789422159
0.3214253385933966,360.0287516703838
0.3250103999332081,479.97935624165285
0.409076003142829,479.9807010067082
0.26517829868168785,359.94772868339425
0.5484171529550158,719.977852175058
0.11989646547731155,240.07237016721714
0.43866913510293937,479.99154283011785
0.39183610148020315,479.9046439791882
0.42545827548463605,480.05331941003715
0.5329558665498607,720.0236796977883
0.4272726741409475,479.951887209717
0.3078231494880859,360.1156464088552
0.11693457242535582,239.99562745765803
0.3050583089443373,360.04665190004334
0.46250185168709973,480.0364387038532
0.2273805100992485,239.95843307260475
0.35217458466603613,480.01533655459565
0.20957287323865306,239.99831058471713
0.5324830537910727,479.87393438398124
0.42418452827639536,479.97678003925233
0.35488274216597876,479.89507142579436
0.6231465062736318,719.918679271052
0.314787613097855,479.99058416438413
0.3176127793176343,479.9339339987999
0.6726917221038275,719.9731984012651
0.3592664689661251,359.9975351899478
0.5934685858572615,719.9649298026353
0.6187952668499221,719.9791312713614
0.38217286932948924,359.9995557883283
0.5100454964976656,720.0499382691005
0.4395821997964635,480.0050194897608
0.3750279624844679,480.0209124535797
0.4071601946979151,479.95912767712605
0.4,480.0
0.6,720.0
0.3,360.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.4,480.0
0.6,720.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.3899713754283802,480.0626112946194
0.3,360.0
0.3899713754283802,480.0626112946194
0.3,360.0
0.6,720.0
0.4,480.0
0.2,240.0
0.4,480.0
0.3,360.0
0.6,720.0
0.2,240.0
0.1731157137093053,240.07762595883497
0.4,480.0
0.3,360.0
0.3,360.0
0.3,360.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.2,240.0
0.1731157137093053,240.07762595883497
0.2,240.0
0.6,720.0
0.4,480.0
0.3,360.0
0.2,240.0
0.3,360.0
0.4,480.0
0.4,480.0
0.4,480.0
0.2,240.0
0.4,480.0
0.6,720.0
0.3899713754283802,480.0626112946194
0.6,720.0
0.6,720.0
0.6,720.0
0.4,480.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.3,360.0
0.4,480.0
0.3,360.0
0.6,720.0
0.3,360.0
0.3,360.0
0.4,480.0
0.6,720.0
0.6,720.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.6,720.0
0.3,360.0
0.4,480.0
0.6,720.0
0.4,480.0
0.2,240.0
0.4,480.0
0.6,720.0
0.3,360.0
0.6,720.0
0.4,480.0
0.6,720.0
0.3,360.0
0.6,720.0
0.4,480.0
0.3,360.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.1731157137093053,240.07762595883497
0.4,480.0
0.6,720.0
0.4,480.0
0.6,720.0
0.4,480.0
0.2,240.0
0.3,360.0
0.4,480.0
0.3,360.0
0.3,360.0
0.3,360.0
0.6,720.0
0.4,480.0
0.4,480.0
0.2,240.0
0.6,720.0
0.2,240.0
0.4,480.0
0.3,360.0
0.4,480.0
0.1731157137093053,240.07762595883497
0.6,720.0
0.4,480.0
0.3580562492831315,359.9425865272384
0.4,480.0
0.4,480.0
0.2,240.0
0.4,480.0
0.4,480.0
0.3,360.0
0.4,480.0
0.6,720.0
0.6,720.0
0.4,480.0
0.2,240.0
0.2,240.0
0.2,240.0
0.4,480.0
0.3580562492831315,359.9425865272384
0.3,360.0
0.4,480.0
0.4,480.0
0.3,360.0
0.4,480.0
0.6,720.0
0.2,240.0
0.6,720.0
0.4,480.0
0.6,720.0
0.4,480.0
0.3580562492831315,359.9425865272384
0.4,480.0
0.6,720.0
0.4,480.0
0.3,360.0
0.3580562492831315,359.9425865272384
0.4,480.0
0.4,480.0
0.4,480.0
0.3,360.0
0.3,360.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.2,240.0
0.6,720.0
0.2,240.0
0.4,480.0
0.3,360.0
0.6,720.0
0.1731157137093053,240.07762595883497
0.3,360.0
0.6,720.0
0.6,720.0
0.4,480.0
0.6,720.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.3899713754283802,480.0626112946194
0.4,480.0
0.4,480.0
0.6,720.0
0.1731157137093053,240.07762595883497
0.4,480.0
0.4,480.0
0.2,240.0
0.4,480.0
0.4,480.0
0.3,360.0
0.2,240.0
0.3,360.0
0.4,480.0
0.4,480.0
0.3,360.0
0.6,720.0
0.4,480.0
0.6,720.0
0.4,480.0
0.3,360.0
0.4,480.0
0.3899713754283802,480.0626112946194
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.3,360.0
0.3,360.0
0.6,720.0
0.3,360.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.3580562492831315,359.9425865272384
0.3580562492831315,359.9425865272384
0.6,720.0
0.4,480.0
0.4,480.0
0.3,360.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.1731157137093053,240.07762595883497
0.4,480.0
0.6,720.0
0.4,480.0
0.3,360.0
0.2,240.0
0.4,480.0
0.6,720.0
0.3,360.0
0.4,480.0
0.4,480.0
0.4,480.0
0.3899713754283802,480.0626112946194
0.2,240.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.2,240.0
0.3,360.0
0.3,360.0
0.4,480.0
0.6,720.0
0.2,240.0
0.3580562492831315,359.9425865272384
0.4,480.0
0.6,720.0
0.2,240.0
0.4,480.0
0.4,480.0
0.3,360.0
0.4,480.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.2,240.0
0.4,480.0
0.4,480.0
0.3899713754283802,480.0626112946194
0.4,480.0
0.2,240.0
0.4,480.0
0.3,360.0
0.2,240.0
0.4,480.0
0.2,240.0
0.6,720.0
0.4,480.0
